job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI11991,Autonomous Systems Engineer,77633,USD,EN,PT,Australia,M,Australia,100,"Kubernetes, Azure, Tableau, NLP, Spark",Associate,0,Real Estate,2024-05-14,2024-06-18,1452,6.5,Autonomous Tech
AI11992,Autonomous Systems Engineer,96026,EUR,MI,CT,Netherlands,M,Netherlands,50,"SQL, Spark, PyTorch",Associate,4,Healthcare,2024-06-26,2024-07-10,1521,6.7,Machine Intelligence Group
AI11993,Computer Vision Engineer,114502,USD,SE,PT,Australia,S,Japan,100,"PyTorch, Deep Learning, NLP",Bachelor,6,Energy,2024-08-30,2024-10-25,1304,5.7,Cognitive Computing
AI11994,Research Scientist,68237,USD,EN,FT,Denmark,M,Denmark,100,"GCP, AWS, Python, TensorFlow, Kubernetes",Master,1,Government,2025-01-10,2025-02-18,2352,6.4,AI Innovations
AI11995,Data Engineer,113063,EUR,MI,FL,Germany,L,Germany,100,"SQL, MLOps, GCP",Associate,4,Government,2025-03-26,2025-05-03,1702,8.6,Predictive Systems
AI11996,Machine Learning Engineer,97433,USD,SE,CT,Austria,M,Austria,100,"Data Visualization, Scala, SQL, Azure",Bachelor,6,Manufacturing,2025-01-22,2025-02-08,911,9.2,Autonomous Tech
AI11997,Head of AI,144520,USD,EX,PT,Finland,S,Finland,100,"Python, Kubernetes, Data Visualization",Master,16,Telecommunications,2025-04-01,2025-05-02,1908,5.4,Future Systems
AI11998,AI Software Engineer,63449,USD,MI,FL,Finland,M,Finland,0,"Java, SQL, MLOps, Computer Vision",Bachelor,3,Education,2024-12-24,2025-02-11,2243,8.4,Predictive Systems
AI11999,AI Research Scientist,140447,USD,SE,FT,Sweden,L,Sweden,50,"GCP, Git, PyTorch, Python, Hadoop",Associate,8,Government,2025-04-05,2025-04-27,1051,7.9,DataVision Ltd
AI12000,AI Product Manager,62163,USD,MI,FL,Austria,M,Austria,0,"Spark, Git, MLOps, Docker",Master,3,Automotive,2024-12-06,2025-02-14,2416,7.2,DeepTech Ventures
AI12001,Data Scientist,47117,USD,EN,FT,India,L,India,50,"Java, Mathematics, Git",Associate,0,Government,2024-07-28,2024-09-07,2395,5,Digital Transformation LLC
AI12002,NLP Engineer,168942,USD,EX,FL,Norway,S,Norway,50,"SQL, Computer Vision, Data Visualization, AWS, Java",Master,16,Gaming,2024-03-08,2024-04-05,1468,6.9,Autonomous Tech
AI12003,Data Analyst,85701,USD,SE,FT,South Korea,S,Canada,100,"Kubernetes, Scala, Mathematics",Bachelor,9,Real Estate,2024-08-12,2024-09-21,1865,6.1,DeepTech Ventures
AI12004,AI Research Scientist,68301,USD,MI,FL,Finland,L,Finland,0,"Scala, SQL, PyTorch, TensorFlow",Bachelor,4,Government,2024-10-01,2024-10-16,873,7.2,Quantum Computing Inc
AI12005,AI Product Manager,137833,USD,EX,FT,South Korea,M,South Korea,0,"PyTorch, MLOps, Git, Deep Learning",Master,14,Finance,2024-01-08,2024-03-08,2090,6.9,Autonomous Tech
AI12006,Computer Vision Engineer,222188,USD,EX,FT,Denmark,L,Denmark,100,"Tableau, Kubernetes, Deep Learning, Data Visualization",Master,12,Retail,2024-04-16,2024-05-17,2045,6.9,Predictive Systems
AI12007,NLP Engineer,155521,GBP,SE,PT,United Kingdom,M,United Kingdom,0,"PyTorch, Python, MLOps, AWS, NLP",Bachelor,8,Retail,2024-11-26,2025-01-01,674,5.3,Neural Networks Co
AI12008,AI Software Engineer,75288,EUR,EN,FL,France,M,Sweden,100,"SQL, PyTorch, GCP",PhD,1,Technology,2025-03-03,2025-04-14,1720,5.3,Digital Transformation LLC
AI12009,Deep Learning Engineer,79786,USD,MI,CT,India,L,Sweden,0,"MLOps, Deep Learning, Computer Vision, Python",Associate,4,Technology,2024-03-06,2024-05-18,939,8.8,DeepTech Ventures
AI12010,NLP Engineer,91703,USD,EN,PT,Switzerland,M,Germany,100,"Scala, Kubernetes, Hadoop, Mathematics, Deep Learning",Bachelor,1,Media,2025-01-31,2025-02-28,1666,5.6,Quantum Computing Inc
AI12011,Machine Learning Engineer,70180,USD,EN,FT,Australia,M,Australia,100,"Statistics, TensorFlow, Java, Mathematics",Master,1,Media,2024-02-28,2024-04-10,1598,6.5,Neural Networks Co
AI12012,Machine Learning Researcher,39375,USD,EN,FT,China,S,China,50,"TensorFlow, Data Visualization, SQL, Python, Mathematics",Bachelor,1,Media,2024-12-28,2025-01-26,596,7,Cloud AI Solutions
AI12013,ML Ops Engineer,168440,USD,SE,FT,Denmark,S,Germany,100,"Linux, Scala, Git, Computer Vision, SQL",PhD,6,Manufacturing,2024-02-25,2024-03-25,1545,9.9,Predictive Systems
AI12014,Principal Data Scientist,87163,USD,MI,PT,Sweden,S,Sweden,0,"Tableau, Linux, Java, Azure, PyTorch",Associate,4,Consulting,2024-07-16,2024-08-30,661,9.9,Machine Intelligence Group
AI12015,AI Research Scientist,249666,USD,EX,CT,Sweden,L,Sweden,0,"Docker, Kubernetes, Git, AWS, Mathematics",Associate,11,Automotive,2024-07-03,2024-07-19,1281,9,Cognitive Computing
AI12016,Data Analyst,94889,USD,EN,PT,Singapore,L,Singapore,100,"Python, Hadoop, NLP",Associate,1,Manufacturing,2024-05-25,2024-08-03,1515,8.2,Advanced Robotics
AI12017,Robotics Engineer,162277,USD,EX,CT,Ireland,L,China,50,"GCP, SQL, MLOps",Master,19,Automotive,2024-02-24,2024-05-02,1808,7.5,Future Systems
AI12018,AI Specialist,65159,USD,MI,FL,Finland,M,Finland,0,"Python, GCP, SQL, TensorFlow",Bachelor,2,Automotive,2024-03-08,2024-05-13,1735,9.3,Advanced Robotics
AI12019,Robotics Engineer,46719,USD,EN,PT,Ireland,M,Ireland,0,"Python, TensorFlow, AWS, Deep Learning",Bachelor,0,Telecommunications,2024-11-07,2024-12-30,1133,6.4,Smart Analytics
AI12020,Head of AI,114834,USD,SE,PT,United States,S,Germany,50,"Tableau, GCP, SQL, Scala, Computer Vision",Master,5,Gaming,2025-02-04,2025-02-18,844,9.5,Advanced Robotics
AI12021,AI Research Scientist,258610,USD,EX,FL,Canada,L,Canada,0,"TensorFlow, Kubernetes, Docker, R, Java",PhD,12,Manufacturing,2024-10-07,2024-12-15,1828,7.9,DataVision Ltd
AI12022,Data Engineer,60468,USD,EN,FT,South Korea,L,India,50,"Git, Tableau, TensorFlow",Bachelor,1,Education,2025-01-15,2025-02-05,907,7.7,Cognitive Computing
AI12023,Machine Learning Researcher,85000,USD,SE,FT,Japan,S,Japan,100,"NLP, Hadoop, Git",Associate,8,Energy,2025-02-18,2025-04-08,1887,6.5,Advanced Robotics
AI12024,NLP Engineer,141285,USD,MI,PT,Norway,L,Norway,50,"GCP, PyTorch, Mathematics, Deep Learning, MLOps",Bachelor,2,Healthcare,2024-05-23,2024-06-11,2423,9.2,Smart Analytics
AI12025,Computer Vision Engineer,122215,GBP,SE,PT,United Kingdom,S,United Kingdom,50,"Java, Python, Deep Learning, Hadoop",PhD,5,Media,2024-11-22,2024-12-12,1210,6.4,Cognitive Computing
AI12026,AI Research Scientist,158027,USD,SE,FL,Australia,L,Australia,100,"Data Visualization, MLOps, GCP, PyTorch, Azure",Master,8,Gaming,2024-04-03,2024-05-31,2148,6.2,Neural Networks Co
AI12027,AI Architect,169651,EUR,EX,CT,Germany,L,Germany,0,"NLP, Git, Linux, Data Visualization",PhD,16,Media,2024-02-03,2024-03-01,1596,9.2,TechCorp Inc
AI12028,Computer Vision Engineer,192376,USD,SE,FT,United States,L,Germany,100,"Data Visualization, R, Linux, Hadoop, Git",PhD,8,Technology,2025-03-04,2025-04-10,1511,8.7,DeepTech Ventures
AI12029,Head of AI,222509,USD,EX,FT,Canada,M,Canada,50,"Docker, Tableau, AWS, Data Visualization",PhD,17,Gaming,2024-11-21,2025-01-22,2109,9.4,Smart Analytics
AI12030,Computer Vision Engineer,185654,USD,EX,FL,Canada,M,Canada,100,"Python, Scala, GCP",Associate,10,Manufacturing,2024-02-05,2024-02-27,893,6.6,AI Innovations
AI12031,Machine Learning Engineer,83990,USD,MI,CT,China,L,China,50,"Java, Statistics, Tableau",Master,2,Retail,2025-04-13,2025-06-11,551,8.7,DataVision Ltd
AI12032,Principal Data Scientist,75395,USD,EN,FL,Singapore,M,Singapore,100,"PyTorch, AWS, Computer Vision",Bachelor,1,Healthcare,2024-03-27,2024-05-14,1716,7.1,Advanced Robotics
AI12033,AI Architect,127358,USD,SE,FT,Denmark,S,Denmark,0,"AWS, Kubernetes, Scala",Master,5,Automotive,2025-01-14,2025-02-13,1423,6.7,Predictive Systems
AI12034,Research Scientist,107556,USD,MI,PT,Norway,L,South Korea,50,"Docker, SQL, R, Java, AWS",Master,4,Media,2024-06-01,2024-07-16,2116,9.7,Algorithmic Solutions
AI12035,AI Software Engineer,99520,USD,SE,CT,Austria,M,Austria,100,"Kubernetes, Python, TensorFlow, Data Visualization, Linux",Bachelor,6,Technology,2024-03-10,2024-05-21,552,6.6,Cloud AI Solutions
AI12036,Research Scientist,65039,USD,MI,CT,Japan,S,Japan,0,"MLOps, Scala, Java, Python, Spark",Associate,4,Technology,2024-06-19,2024-08-02,1193,7.7,Autonomous Tech
AI12037,Machine Learning Researcher,196131,EUR,EX,PT,France,S,France,0,"R, Python, AWS",Associate,10,Manufacturing,2024-10-27,2025-01-01,1159,8,Algorithmic Solutions
AI12038,AI Software Engineer,67319,USD,EN,FL,Australia,M,Norway,100,"SQL, Kubernetes, Computer Vision",PhD,0,Healthcare,2024-04-12,2024-06-13,864,9.9,Cognitive Computing
AI12039,Principal Data Scientist,124172,USD,EX,PT,Austria,S,Austria,100,"TensorFlow, Scala, Azure, SQL",Master,18,Retail,2025-04-17,2025-06-06,1247,8.3,TechCorp Inc
AI12040,Data Engineer,155759,EUR,EX,FL,Germany,S,Germany,50,"TensorFlow, Hadoop, Kubernetes",Associate,10,Healthcare,2025-02-09,2025-03-26,1476,6,Advanced Robotics
AI12041,ML Ops Engineer,87031,USD,SE,FL,South Korea,M,India,100,"SQL, Hadoop, Deep Learning, Computer Vision",Bachelor,7,Energy,2024-12-22,2025-01-28,1302,9.7,Machine Intelligence Group
AI12042,AI Product Manager,70218,USD,EN,CT,United States,S,Israel,0,"PyTorch, Spark, Linux",PhD,0,Gaming,2024-03-19,2024-04-07,1716,8.4,Advanced Robotics
AI12043,Data Engineer,116404,USD,EX,CT,India,L,India,0,"Deep Learning, Git, TensorFlow, Computer Vision, Python",Associate,14,Media,2025-01-07,2025-01-25,799,8.6,Algorithmic Solutions
AI12044,ML Ops Engineer,90146,USD,SE,FL,Austria,M,Austria,0,"Linux, TensorFlow, Python, Tableau",Bachelor,7,Technology,2025-02-12,2025-04-15,2162,6.1,DeepTech Ventures
AI12045,Principal Data Scientist,64035,USD,EN,FT,Singapore,S,Singapore,0,"Mathematics, Hadoop, Docker",Master,1,Government,2024-04-27,2024-06-13,1887,8.9,Algorithmic Solutions
AI12046,Principal Data Scientist,149646,USD,EX,FT,Ireland,M,Ireland,0,"PyTorch, Azure, Data Visualization, TensorFlow",PhD,17,Technology,2025-04-12,2025-06-09,2184,6,Neural Networks Co
AI12047,AI Software Engineer,132155,USD,EX,CT,Japan,L,Japan,100,"Deep Learning, PyTorch, Spark",PhD,11,Real Estate,2025-04-26,2025-07-07,777,9.8,Smart Analytics
AI12048,ML Ops Engineer,117492,USD,SE,PT,Sweden,L,Sweden,100,"PyTorch, Statistics, NLP",Associate,5,Automotive,2025-01-28,2025-02-23,1061,6.3,Cognitive Computing
AI12049,Data Engineer,72169,GBP,EN,PT,United Kingdom,M,Australia,50,"Azure, Spark, SQL, Python",Master,0,Technology,2024-08-01,2024-10-06,1951,6.1,DeepTech Ventures
AI12050,AI Software Engineer,217616,EUR,EX,PT,France,L,France,100,"Linux, PyTorch, Hadoop, Azure, Java",Associate,10,Energy,2024-11-16,2024-12-19,1205,5,Quantum Computing Inc
AI12051,AI Research Scientist,142532,USD,SE,CT,Australia,L,Australia,0,"Kubernetes, SQL, Tableau, Spark",Master,8,Automotive,2024-01-22,2024-02-10,1388,5.1,Predictive Systems
AI12052,Deep Learning Engineer,62479,USD,MI,FL,Japan,L,Japan,100,"Linux, Mathematics, Git, R",Associate,3,Manufacturing,2024-10-28,2024-11-25,954,9.9,TechCorp Inc
AI12053,AI Specialist,217126,USD,EX,CT,Denmark,L,Denmark,0,"AWS, PyTorch, GCP, SQL, Docker",Bachelor,16,Technology,2024-01-14,2024-02-17,1507,7.6,TechCorp Inc
AI12054,Data Engineer,88308,USD,SE,PT,India,S,India,50,"SQL, Scala, NLP, Spark",Master,6,Retail,2024-08-13,2024-09-20,1024,9.6,TechCorp Inc
AI12055,NLP Engineer,167357,USD,EX,PT,United States,S,Finland,0,"Python, NLP, R, Spark",Bachelor,11,Technology,2024-02-11,2024-03-30,1721,9.8,Predictive Systems
AI12056,AI Specialist,96890,EUR,MI,CT,Germany,L,Germany,50,"MLOps, Tableau, Java",PhD,4,Gaming,2024-11-12,2025-01-02,1185,5.1,Autonomous Tech
AI12057,Computer Vision Engineer,240840,EUR,EX,FT,Netherlands,L,Netherlands,50,"GCP, Scala, PyTorch, Python",PhD,13,Education,2024-11-05,2025-01-04,539,5.9,Future Systems
AI12058,AI Research Scientist,120012,EUR,SE,FL,Germany,L,Germany,0,"Kubernetes, NLP, TensorFlow",Master,6,Government,2024-08-08,2024-09-17,2010,7.7,DeepTech Ventures
AI12059,AI Research Scientist,92291,USD,EN,FL,Denmark,M,Switzerland,50,"Statistics, Python, Kubernetes",PhD,1,Retail,2024-03-27,2024-04-16,657,5.9,DeepTech Ventures
AI12060,Machine Learning Researcher,130156,USD,SE,CT,Sweden,S,Sweden,100,"NLP, TensorFlow, Deep Learning, MLOps",Bachelor,7,Finance,2025-04-22,2025-06-08,1192,8.5,Neural Networks Co
AI12061,Robotics Engineer,181599,EUR,EX,FL,Netherlands,S,Netherlands,50,"SQL, Azure, Mathematics, PyTorch, Git",PhD,15,Transportation,2024-03-05,2024-05-11,2168,7.5,Advanced Robotics
AI12062,Research Scientist,132091,USD,EX,FT,Israel,M,Israel,0,"Git, Data Visualization, Mathematics",Master,12,Healthcare,2024-02-12,2024-03-25,1856,9.4,TechCorp Inc
AI12063,AI Software Engineer,45948,USD,MI,FL,Ireland,S,Ireland,50,"Scala, Python, Azure",Bachelor,4,Education,2025-01-30,2025-03-04,1499,9.9,DataVision Ltd
AI12064,Principal Data Scientist,56155,USD,EN,FL,Australia,M,Australia,100,"TensorFlow, Tableau, Linux, PyTorch, Java",Bachelor,1,Gaming,2025-03-13,2025-05-12,1146,8.9,DataVision Ltd
AI12065,Research Scientist,158559,USD,MI,FL,Switzerland,L,Switzerland,50,"NLP, Docker, Java, GCP, Tableau",PhD,4,Technology,2024-05-16,2024-06-10,1141,5.2,Predictive Systems
AI12066,Computer Vision Engineer,101820,USD,MI,CT,Singapore,S,Singapore,0,"MLOps, Mathematics, Python, Data Visualization",PhD,3,Technology,2024-02-20,2024-04-23,947,7.9,Algorithmic Solutions
AI12067,Machine Learning Researcher,130203,EUR,EX,CT,Netherlands,S,Netherlands,100,"PyTorch, SQL, GCP",PhD,17,Government,2024-08-14,2024-10-05,1903,7.9,Digital Transformation LLC
AI12068,Head of AI,82120,USD,SE,FT,Austria,S,Austria,0,"NLP, TensorFlow, Kubernetes, SQL",Bachelor,9,Education,2024-12-20,2025-02-19,1825,7.2,DataVision Ltd
AI12069,Research Scientist,56616,USD,EN,CT,Australia,S,Australia,0,"SQL, PyTorch, Azure, Docker, MLOps",PhD,0,Technology,2024-07-28,2024-08-16,2456,5.9,Smart Analytics
AI12070,Computer Vision Engineer,87022,EUR,MI,FT,Netherlands,M,Canada,50,"Hadoop, Spark, PyTorch",Master,4,Energy,2024-09-08,2024-11-11,1468,9.8,Smart Analytics
AI12071,AI Architect,297789,GBP,EX,FL,United Kingdom,L,Australia,0,"Linux, PyTorch, NLP",Master,16,Energy,2024-09-27,2024-10-13,1789,5.8,TechCorp Inc
AI12072,ML Ops Engineer,64755,USD,MI,FL,Ireland,S,Ireland,100,"SQL, Linux, Deep Learning, Tableau, Computer Vision",Bachelor,2,Automotive,2024-03-03,2024-04-20,2446,5.4,Digital Transformation LLC
AI12073,Data Scientist,131620,USD,EX,CT,Japan,M,Japan,0,"SQL, PyTorch, R, Docker, Computer Vision",Master,16,Manufacturing,2025-03-27,2025-05-23,1939,9.3,AI Innovations
AI12074,Robotics Engineer,38611,USD,EN,FL,Austria,S,India,50,"Data Visualization, SQL, PyTorch",PhD,1,Manufacturing,2024-01-07,2024-02-19,1723,7.9,Quantum Computing Inc
AI12075,Head of AI,98686,USD,SE,PT,Japan,L,Japan,50,"Python, GCP, Scala, Linux, Statistics",Bachelor,9,Technology,2025-04-05,2025-05-26,1642,7.6,Autonomous Tech
AI12076,Deep Learning Engineer,60635,USD,MI,FT,South Korea,L,South Korea,0,"Tableau, PyTorch, Statistics",PhD,4,Finance,2024-06-30,2024-08-10,1217,5.2,DeepTech Ventures
AI12077,Computer Vision Engineer,42654,USD,EN,PT,Austria,S,Austria,100,"Docker, Kubernetes, Scala, Hadoop",PhD,1,Transportation,2024-11-12,2025-01-14,1112,5.3,Digital Transformation LLC
AI12078,Data Engineer,248497,GBP,EX,FT,United Kingdom,L,United Kingdom,100,"Python, NLP, AWS, GCP",Bachelor,18,Energy,2024-04-06,2024-06-06,1511,5.8,Smart Analytics
AI12079,Computer Vision Engineer,71177,USD,SE,PT,Ireland,S,Ireland,50,"R, SQL, Docker, Linux",PhD,9,Retail,2024-01-20,2024-03-08,1235,9.9,Algorithmic Solutions
AI12080,AI Consultant,64276,GBP,EN,PT,United Kingdom,M,Australia,100,"Git, GCP, Data Visualization, Computer Vision",Bachelor,1,Consulting,2025-01-07,2025-02-21,632,5.8,Autonomous Tech
AI12081,Robotics Engineer,69051,USD,EN,PT,United States,M,Japan,0,"Linux, PyTorch, Data Visualization, Python",Master,1,Education,2024-01-06,2024-03-10,1933,9.2,Autonomous Tech
AI12082,ML Ops Engineer,48730,USD,EN,PT,South Korea,L,South Korea,0,"SQL, TensorFlow, Data Visualization",PhD,1,Finance,2024-02-11,2024-03-03,1847,7.7,Advanced Robotics
AI12083,AI Product Manager,206684,USD,SE,FT,Switzerland,L,Switzerland,100,"Scala, Linux, Java, Computer Vision",Associate,8,Automotive,2024-02-25,2024-05-08,1449,5.5,DeepTech Ventures
AI12084,Data Analyst,131543,USD,EX,FL,South Korea,S,South Korea,50,"Scala, MLOps, SQL, GCP",Associate,16,Government,2024-10-07,2024-12-11,2372,9.3,Cognitive Computing
AI12085,Robotics Engineer,65137,EUR,EN,CT,France,S,France,50,"Python, Spark, Data Visualization",Bachelor,1,Technology,2024-03-11,2024-04-03,1177,9.5,AI Innovations
AI12086,Data Scientist,57204,USD,EN,PT,Sweden,M,Sweden,50,"Kubernetes, Git, Linux",Master,1,Media,2024-10-17,2024-11-23,1756,7.7,Algorithmic Solutions
AI12087,NLP Engineer,101314,EUR,SE,PT,Germany,S,United Kingdom,100,"Python, Spark, AWS, TensorFlow, Mathematics",Bachelor,8,Media,2024-04-04,2024-05-27,937,8.2,Future Systems
AI12088,Data Engineer,105903,EUR,SE,FL,Germany,S,France,0,"PyTorch, TensorFlow, Computer Vision",Bachelor,6,Technology,2024-09-06,2024-11-06,1309,6.9,Autonomous Tech
AI12089,NLP Engineer,287346,USD,EX,FT,Switzerland,L,Switzerland,100,"Scala, MLOps, Spark",PhD,16,Healthcare,2024-11-07,2025-01-07,1329,8.2,Quantum Computing Inc
AI12090,Autonomous Systems Engineer,136519,USD,MI,CT,Switzerland,S,Switzerland,100,"R, SQL, Tableau",Master,3,Government,2024-07-15,2024-09-16,547,6.2,Predictive Systems
AI12091,AI Research Scientist,104118,USD,SE,CT,Israel,M,Israel,50,"SQL, Kubernetes, Java, Deep Learning",Bachelor,8,Consulting,2024-08-25,2024-10-31,1340,6.2,Autonomous Tech
AI12092,Autonomous Systems Engineer,55505,USD,EN,PT,Canada,M,Switzerland,50,"AWS, Kubernetes, Statistics",PhD,0,Healthcare,2025-03-25,2025-04-11,932,6.1,DataVision Ltd
AI12093,Principal Data Scientist,79112,USD,EN,PT,United States,M,Australia,0,"TensorFlow, Python, SQL, Java",Associate,0,Energy,2024-06-10,2024-07-12,569,8.8,Future Systems
AI12094,AI Consultant,261421,USD,EX,CT,United States,S,Israel,100,"NLP, R, Java",Master,13,Real Estate,2025-04-22,2025-06-25,581,5.5,Cognitive Computing
AI12095,AI Specialist,173561,GBP,SE,CT,United Kingdom,L,United Kingdom,100,"NLP, Hadoop, Spark, Git",Bachelor,9,Real Estate,2024-11-13,2024-12-09,2163,6.9,Machine Intelligence Group
AI12096,AI Product Manager,81420,USD,SE,CT,Ireland,S,Ireland,50,"MLOps, Python, Kubernetes, Azure, TensorFlow",Master,9,Education,2024-08-01,2024-09-29,696,7.9,Algorithmic Solutions
AI12097,Data Scientist,117053,EUR,EX,FT,France,S,France,50,"Git, Java, GCP",PhD,16,Automotive,2025-01-24,2025-02-10,984,6.5,Future Systems
AI12098,Head of AI,153427,EUR,EX,FL,France,L,Netherlands,50,"SQL, Linux, Spark, PyTorch, Kubernetes",PhD,16,Finance,2024-11-20,2024-12-14,2028,6.3,Cognitive Computing
AI12099,AI Research Scientist,136824,USD,EX,FL,Australia,S,Australia,50,"Python, Docker, Mathematics",PhD,16,Healthcare,2024-12-13,2025-02-07,787,7.7,Predictive Systems
AI12100,AI Consultant,104709,USD,EN,FL,United States,L,United States,0,"Scala, GCP, Spark",Bachelor,0,Consulting,2024-06-19,2024-08-30,1476,7.4,Digital Transformation LLC
AI12101,Deep Learning Engineer,180065,USD,SE,FL,Singapore,L,Singapore,50,"Statistics, AWS, NLP, Python, R",Associate,7,Automotive,2025-03-30,2025-05-01,1947,8.3,Machine Intelligence Group
AI12102,ML Ops Engineer,168199,USD,SE,FL,Australia,L,India,0,"Python, Docker, Spark",Associate,5,Transportation,2024-02-06,2024-03-31,1455,6.7,Cognitive Computing
AI12103,AI Consultant,196203,USD,SE,FL,Switzerland,L,Switzerland,50,"Python, Scala, Hadoop",Master,9,Consulting,2025-04-27,2025-07-08,630,9.6,Neural Networks Co
AI12104,AI Product Manager,105360,USD,SE,CT,India,L,India,50,"Tableau, SQL, Java",Master,9,Consulting,2024-05-25,2024-06-17,2289,7.4,DeepTech Ventures
AI12105,AI Product Manager,200721,USD,EX,FL,South Korea,L,South Korea,100,"Kubernetes, Deep Learning, Mathematics, SQL, Azure",Bachelor,11,Automotive,2024-04-23,2024-05-20,976,9.2,Algorithmic Solutions
AI12106,AI Specialist,67368,USD,MI,FL,Finland,S,Finland,50,"AWS, TensorFlow, GCP",PhD,4,Media,2024-12-20,2025-01-16,1140,5.7,TechCorp Inc
AI12107,AI Software Engineer,43795,USD,EN,FT,Japan,M,Japan,100,"GCP, Python, Azure",Associate,1,Education,2024-08-08,2024-10-20,2295,8.3,AI Innovations
AI12108,Data Engineer,67572,USD,SE,FT,South Korea,S,South Korea,100,"AWS, Data Visualization, Spark, Statistics",PhD,6,Retail,2024-12-06,2025-02-15,1989,6.5,DataVision Ltd
AI12109,Data Scientist,167712,USD,EX,CT,Canada,L,Canada,50,"Computer Vision, PyTorch, Git",Master,11,Telecommunications,2024-11-21,2024-12-27,1682,8.3,Cloud AI Solutions
AI12110,Data Scientist,48365,USD,EN,FT,South Korea,M,Australia,50,"Git, Linux, Scala, SQL, Computer Vision",Master,1,Consulting,2024-07-16,2024-08-26,2251,8.3,Digital Transformation LLC
AI12111,Principal Data Scientist,147740,USD,SE,FT,Singapore,L,Singapore,100,"Data Visualization, Python, TensorFlow, AWS",PhD,7,Transportation,2024-07-05,2024-09-07,1129,8.6,TechCorp Inc
AI12112,Research Scientist,90650,EUR,MI,FT,Germany,S,Germany,0,"Python, SQL, Azure, Docker, Mathematics",Master,2,Telecommunications,2024-07-31,2024-10-10,800,5.9,Cloud AI Solutions
AI12113,Data Scientist,72757,USD,SE,PT,China,S,China,100,"GCP, TensorFlow, Computer Vision",Bachelor,9,Government,2024-10-03,2024-11-02,1204,5.2,Predictive Systems
AI12114,AI Research Scientist,107303,USD,EX,CT,India,M,Japan,0,"Mathematics, R, NLP, Kubernetes",Associate,16,Media,2024-09-27,2024-10-29,2268,9,Machine Intelligence Group
AI12115,Data Analyst,46371,USD,EN,CT,Finland,S,Finland,50,"Hadoop, MLOps, PyTorch, GCP",PhD,1,Consulting,2024-11-23,2025-01-16,1406,9.1,Digital Transformation LLC
AI12116,Data Scientist,266593,USD,EX,FT,Singapore,M,Singapore,100,"PyTorch, Statistics, Docker",PhD,16,Real Estate,2025-02-16,2025-03-04,1166,8.8,Cognitive Computing
AI12117,ML Ops Engineer,178629,EUR,EX,CT,Germany,M,Australia,0,"Data Visualization, NLP, Kubernetes, Mathematics, PyTorch",Associate,19,Real Estate,2024-06-02,2024-06-28,1154,6.1,TechCorp Inc
AI12118,Computer Vision Engineer,146067,USD,EX,CT,Ireland,S,Ireland,100,"GCP, Linux, Computer Vision, SQL",Master,19,Energy,2024-03-26,2024-05-25,913,5.6,AI Innovations
AI12119,Autonomous Systems Engineer,107122,USD,MI,PT,Singapore,L,Singapore,0,"R, SQL, Scala, Deep Learning",PhD,2,Consulting,2024-01-29,2024-03-06,2443,5.6,Cloud AI Solutions
AI12120,Deep Learning Engineer,95130,USD,SE,PT,Australia,S,Australia,100,"Azure, Data Visualization, TensorFlow, Mathematics, Python",Associate,7,Transportation,2025-04-16,2025-04-30,2101,5.2,TechCorp Inc
AI12121,AI Consultant,73429,USD,MI,CT,Austria,M,Austria,0,"PyTorch, TensorFlow, Docker, Java",Master,3,Retail,2024-09-05,2024-11-07,1584,6.4,DataVision Ltd
AI12122,Principal Data Scientist,108875,USD,SE,CT,Israel,L,Israel,50,"Linux, Git, Deep Learning, Tableau",PhD,7,Energy,2024-07-07,2024-08-17,1479,5.6,Future Systems
AI12123,Head of AI,65220,EUR,EN,CT,Germany,S,Germany,50,"Spark, Python, Linux, SQL, Hadoop",Master,1,Gaming,2024-01-01,2024-03-06,1421,6.3,Algorithmic Solutions
AI12124,Head of AI,100762,USD,SE,CT,Canada,S,Canada,0,"Kubernetes, Mathematics, NLP",Bachelor,8,Manufacturing,2025-01-19,2025-03-04,778,6.1,DataVision Ltd
AI12125,AI Software Engineer,104369,USD,SE,CT,India,L,India,50,"Scala, Hadoop, Statistics, Docker",Master,5,Healthcare,2024-01-09,2024-02-07,688,10,Autonomous Tech
AI12126,Data Analyst,87835,EUR,MI,FT,Germany,M,Netherlands,50,"Data Visualization, GCP, Python, Scala, Git",Bachelor,2,Manufacturing,2024-11-15,2025-01-11,542,8.8,Future Systems
AI12127,AI Architect,87275,USD,EN,CT,Norway,L,Norway,50,"GCP, Linux, PyTorch, Statistics",Bachelor,0,Media,2024-12-31,2025-01-24,2478,7.7,Autonomous Tech
AI12128,Autonomous Systems Engineer,125786,USD,SE,CT,Canada,S,Canada,50,"PyTorch, Kubernetes, MLOps, Azure",PhD,7,Finance,2025-02-13,2025-04-27,511,8.7,Machine Intelligence Group
AI12129,Robotics Engineer,160428,USD,EX,FT,Austria,L,Sweden,0,"Data Visualization, TensorFlow, Git",PhD,12,Education,2024-06-10,2024-07-30,1684,6.6,DeepTech Ventures
AI12130,Deep Learning Engineer,72733,USD,MI,CT,Ireland,M,Ireland,50,"Git, TensorFlow, Deep Learning, Tableau, Kubernetes",PhD,4,Education,2024-02-28,2024-03-17,1789,8.5,Quantum Computing Inc
